,study Hours,predicted Output
0,4,66.19
1,5,70.13
2.0,58.32
8.0,81.93
10.0,89.8
10.0,89.8
18.0,121.29
14.0,100
24.0,100
4.0,66.19
6.0,74.06
10.0,89.8
12.0,97.68
13.0,100
16.0,100
14.0,85.67
16.0,85.67
20.0,85.67
24.0,85.67
12.0,85.67
10.0,85.67
